title,content,platform,published_date,url,sentiment,confidence
부안 중식집 기라성,부안에 있는 중국집 기라성을 방문했어요. 백종원의 맛집으로 돈가스를 파는 중국집이죠. 돈가스가 정말 크고 고기 두껍지만 부드럽고 튀김 바삭해서 맛있게 먹었네요. 다만 사장님께서 불친절하다는.... 밥 먹는데 여기저기 큰소리로 뭐라고 하는데 음식은 맛있지만 분위는 좋지 않았네요. 돈가스를 포장해서 집에서 조용히 먹는 것도 좋을 것 같네요. 돈가스는 맛있습니다.,naver_cafearticle_api,20250531,http://cafe.naver.com/ysm5828/9409513,2,0.34388476610183716
"5월 전라도여행 2탄 고창 - 부안 - 군산 고창읍성, 상하농원, 고인돌박물관, 누에타운","지난 5월 연휴에 다녀온 5월 전라도여행 5박6일 2탄 일정입니다. 고창 상하농원을 처음 가봐서 너무 가보고 싶었던 곳이라 고창을 여행코스에 넣었습니다. 고창 람사르 유스호스텔이라는 가성비 숙소 예약을 겨우 성공해서 숙박했습니다. 부안에서는 소노벨 가고싶었는데 방이 없어서... 좀 비싼 리조트를 예약했는데 그냥저냥 뷰로 만족했습니다. 사진 스압 주의하세요 트리플앱 찐추입니다. 아이들 상비약 필수로 다 챙겨가세요 전라도 관광지에 병원 찾기 너무 힘들더라고요. 셋째 날 고창으로 넘어와 고창읍성 야경 고창에 가성비 숙소를 겨우 예약해 체크인하고 편하게 샤워하고 쉬다가 고창읍성 야경을 보았습니다. 철쭉이 그렇게 예쁘다는데 너무 늦게 가서 위험해서 철쭉쪽 올라가보진 못했습니다! 다음 날 아침 일어나 아침부터 몸보신 한다고 장어구워 먹으러 식당 갔습니다. 장어미역국은 정말 일품이더라고요! 고창도 정말 풍경 좋은곳이 너무 많더라고요 전라도여행 내내 눈호강했습니다! 그리고! 고인돌박물관에 들러 반달돌칼과 화살촉도 직접 돌을 갈아 만들어 보고 유채꽃밭도 보고 ! 진짜 좋았습니다. 고인돌박물관 강추해요! 입장료도 이렇게 고창사랑상품권으로 돌려줘서 음료도 사서 마셨어요. 고창은 또..학원농장 너무 가보고 싶었지만 연휴에 토요일이기도 했고 인기 폭발인 곳이라... 아이들 데리고 좀 지쳐서 안갔습니다. 그런데 이렇게 고인돌박물관 안에서 유채꽃밭을 너무 기분좋게 봐서.. 힐링했습니다! 상하농원 근처로 넘어가서 숙박하고 아침 일찍 오픈런 하려고 잡은 숙소는 가격은 좋았는데, 사장님하고 정말...너무 안맞고 기분이 상해서 추천하고 싶지는 않네요. 그리고 대망의 고창상하농원! 드디어 가봤습니다 5월 첫주이기도 했고 토요일이지만 오픈런을 했더니, 여유롭게 깨끗한 풍경을 즐길 수 있었습니다. 입장료는 적당하다 생각했고, 깨끗하게 관리 잘 된 미니동물원이 참 좋더라고요. 냄새도 거의 안나고요. 그래서 많은 분들이 찾으시나 생각했습니다. 푸르른 5월에 참 좋았던 상하농원이었습니다. 그리고 변산반도 숙소로 넘어가면서 청자박물관에 들렀습니다. 청자박물관은 규모는 작은데, 도기 만드는 체험이 있습니다. 변산반도는 소금연전앞 카페가 유명하다던데, 들리지는 못하고 차로 지나가면서 봤습니다. 아이들한테 염전이 이런곳이다 말해줬네요. 다음에 시흥에 염전에 한번 가보려고요. 지난 5월 연휴 차가 정말 대박 막혔었죠. 5월 3일 토요일에 내려온... 동서네와 부모님과 3집이 함께 묵을 수 있었던 리조트가 여기뿐이기도 했고 뷰가 너무 좋아 선택한 변산반도숙소입니다. 가격대는 연휴 토요일이라 좀 비싼편인데, 수영장 포함이고 수영장도 뷰가 난리나서 추천합니다. 지하에 이렇게 키즈카페도 있어요. 마지막 날 부안 군산 리조트에서 체크아웃하고 차라리 하루 더 놀고 어디 모텔에서 자고.. 화요일에 올라왔어야 했는데요.. 부안 누에타운 들렸다가, 군산 들려서 점심밥만 사먹고 빵 하나 사먹고... 1시 넘어서부터 넘어오는데..와.. 5월 5일 올라오는 차 대박 막혔었잖아요 아주 지옥을 경험했습니다. 부안에서는 채석강을 봐야하는데 아이들 데리고 있느라 못들렸네요. 부안 리조트들에서는 시간 여유 가지고 갯벌 놀이 하면 좋다하네요 누에고치에서 실 뽑는거 진짜 보기 힘들지 않을까요? 너무 신기했던 부안 누에타운입니다. 군산은 제작년에 2박3일동안 너무 잘 놀았어서 이번에 잠시 들리기만 했는데 아는 곳 같고 정감갔어요. 그리고 차가 너무 막혀.. 아이들이 다시는 멀리 가기 싫단 말 까지 하더라고요..흑흑.. 차로 가니..정말 수도권에서 멀긴 멀어요... 맘 잡고 가본건데, 다시 갈 시간이 있으려나 싶어요..주말에 이리 차가 막히니 말이죠ㅠㅠ 전라도 좋더라고요. 풍경이 정말 좋아요. 전북투어패스 구입해서 계획 잘해서 다니셔도 좋을듯 하고요. 전라도는 수도권 다둥이카드가 안되더라고요. 다시 다 가보고 싶어요. 아이들 데리고 체험하기 좋은 순창 담양 다시 가면 좋을 것 같고요. 곡성에 기차마을도 가보기 좋다 하네요 증기기관차 아이들 태워주고싶어요. 하동, 구례, 남원도.. 제가 좋아서 다시 가고싶고요. 고창은 상하농원 한번 가서 다시 안가도 될듯요. 부안은 소노벨 예약해서 워터파크도 가고 갯벌도 가보고 다시 가보려고요. 전주를 못가봤어요. 전주가 또 갈곳이 많다고 해서 전주만! 따로 가보려고요! 군산은 제일 가깝고 식당도 다 맛집이고 볼거리 바다 다 있어서 군산을 제일 추천합니다!",naver_cafearticle_api,20250531,http://cafe.naver.com/skybluezw4rh/13413795,2,0.36578044295310974
군산/부안 도깨비 여행,"근로자휴가지원사업 예약앱 휴가샵에서 전남권 50프로할인을해서 전날에 변산소노벨 예약하고 급출발했어요 와이프가 목포사람이라 맨날스쳐지나가는 군산 표지판을보면 한번가야지가야지 하던걸 가봤지유 새벽5시반 출발 2시간반에 아침으로 정한 군산공설시장내 평화족발 아침부터 족발은 아니고ㅎ 여기는 족발도 팔지만 분식집 매운잡채가 유명한집이더라구요 우연히 유튜브에서 본곳이라 아주큰기대를 안하고 가긴했는데 ㅋ 그냥그랬습니다. 짬뽕중식의 고장 군산인데 가려고하는집마다 다월요일휴무 다른 아류집들은 그닥안땡겨서ㅎ 밥먹고 근처 경암동 철길마을 뭐그냥 그냥ㅎㅎ 다음은전국 3대빵집 이성당 잠실롯데에서 먹어봤는데 유명한 단팥,야채빵 과좋아하는바게뜨류 저는 이게 왜 3대빵집이 되었을까의문 ㅎ 가는길에 일본식가옥들보고요 제법 일본느낌나는곳 변산까지 새만금방조제로 일부러 돌아갑니다 드라이브할겸 더럽게 길더군요 인간은 대단해요 날씨가 시종 흐렸어요 부안넘어와 마실길에 샤스타데이지군락 유네스코 지질공원인 변산반도의 시그니쳐 채석강과 적벽강 하트돌 발견ㅎㅎ 리조트로가서 오션플레이 워터팍 즐기고 저녁에 베트남 술과 안주 격포항에서 딜쳐서 4만원에 도다리,갑오징어회로 마무리 아침으로 바지락칼국수와 백합죽먹고 출근이요 아빠는 힘듬 그러나 식구들이 즐거워해서 햄볶는시간이였답니다",naver_cafearticle_api,20250531,http://cafe.naver.com/zzop/3288899,2,0.3562355637550354
부안마실축제 정산올려요,"게시판 목록 바로가기본문 바로가기웹 접근성이 좋은 모바일 웹에서 사용하겠습니까?송가인 공식 팬카페 AGAIN카페홈이웃가입카페새글내소식내소식내소식이 없습니다.가입한 카페의 활동 알림과 댓글알림을이곳에서 모아볼 수 있어요.최근 30일 이내의 최신순 소식입니다.알림의버튼을 클릭하면, 알림을 설정할 수 있어요.공지 닫기내소식 안내 레이어팝업확인채팅사용자 링크로그인내정보 보기 임직원혜택 프로필 사진 멤버쉽N Pay내 페이포인트내 블로그가입한 카페N Pay네이버 멤버십 최대 5 적립환경설정네이버톡알림전체 알림읽은 알림 삭제모두 삭제알림을 모두 삭제하시겠습니까?확인취소레이어 닫기내 알림 전체보기메일서비스 더보기나만의 즐겨찾기를 추가해 보세요!닫기즐겨찾는 서비스추가추가추가추가즐겨찾기 설정삭제카페뉴스지도스포츠게임블로그포스트사전지식iN날씨메일증권부동산VIBE책스토어웹툰MYBOX웹소설전체 서비스 보기네이버 주요 서비스바로가기 설정전체 서비스 보기게임날씨네이버 스토어네이버캐스트네이버페이New네이버 MYBOX뉴스웹툰메모메일부동산북마크블로그사전스마트보드스포츠시리즈시리즈on오피스웹소설주소록증권 금융 지도지식iN지식백과책카페캘린더네이버TV어학사전국어사전영어 영영사전한자사전일어사전중국어사전프랑스어사전독일어사전러시아어사전베트남어사전스페인어사전파파고인기 신규서비스그라폴리오포스트밴드라인VIBENew프리미엄콘텐츠확인취소초기 설정으로 변경로그인해주세요네이버앱 알림으로카페앱 설치 경로를 전송했습니다.네이버앱이 최신버전이 아니거나,로그아웃 상태여서 알림을 못 받으셨다면문자 전송으로 카페앱을 설치하실 수도 있습니다.카페앱 설치 문자 전송확인레이어 닫기내소식 댓글알림 설정모든 댓글알림 받기이 카페의 모든 댓글알림을 받습니다.참여글의 알림 받기내 글, 내 댓글, 내가 댓글 쓴 글에 대한 댓글알림을 받습니다.내 글 댓글의 알림 받기내 글, 내 댓글에 대한 댓글알림을 받습니다.취소확인전체글보기공지사항From 송가인총공 자료실총공 게시판스케줄 상세 안내카페정보나의활동카페정보송가인이어라매니저2019.03.18. 개설카페소개카페등급나무3단계카페멤버수63,015비공개닫기가입대기 0닫기멤버목록 비공개 카페닫기초대대표 인기카페카페 가입하기카페 채팅카페정보나의활동나의활동대표 인기카페카페 글쓰기카페 채팅검색전체글보기967,281 공지사항공지사항회칙조직도카페이용가이드공동구매후원 및 회비사랑 더하기운영 스탭 모집 가인이어라 From 송가인TO. 가인님께쓰는편지가인님 스케줄스케줄 상세 안내가인님 컨텐츠 제이지스타 가인님 뉴스 스탭 가인님 영상 사진 스탭 송가인의 서울의 달 가인의 선택여행먼저크루즈정원삼 가인님 프리허그총공 게시판투표 게시판차트 게시판총공 자료실총공 묻고 답하기 스밍 가이드총공 가이드 원클릭 멜론 집중 9곡멜론 전곡 116곡스밍 길라잡이서포터즈 신청하기 등업 게시판가입인사 새싹회원 일반회원 등업 안내에이블리 신청방법 안내에이블리A 등업게시판에이블리AA 등업게시판에이블리 뱃지 배송 신청 AGAIN의 활동출석체크자유게시판AGAIN 봉사 기부가인님 공연 후기가인님 뉴스 공유가인님 영상 사진 공유오늘의 지혜 이벤트이벤트 공지이벤트 당첨 후기4집 앨범 후원금 인증4집 앨범 예약 구매 인증 종료 이벤트 응모 지역별 게시판서울 인천 경기부산 울산 경남대구 경북대전 세종 충청광주 전라강원 제주기타지역 해외 모임 정모 번개 모임 공지모임 정산모임 후기 문의하기신고하기TO.운영진굿즈 제작 접수 및 답변 관련 링크송가인 인스타그램송가인 트위터송가인 유튜브채널송가인 총공트위터AGAIN 공식 유튜브 Only STAFF임시보관함백업2 사용x 백업4 사용x 백업5 사용x 백업6 사용x 백업8 사용x 백업 사용X 백업 사용X 송가인 공식 팬카페 AGAIN 카페콘텐츠 상단회원님의 안전한 서비스 이용을 위해비밀번호를 확인해 주세요.IP가 자주 변경되는 네트워크 환경에서 로그인하는 경우IP보안을 해제후 이용하시기 바랍니다.다시 한번비밀번호 확인하시면 이용중인 화면으로 돌아가며, 작성 중이던내용을 정상적으로 전송 또는 등록하실 수 있습니다.송가인 공식 팬카페 AGAIN카페는실명 확인 회원만 가입 받고 있습니다.카페에 가입 하시려면 실명 확인을 해주세요.죄송합니다. 이 카페는회원만 가입할 수 있습니다.성별 정보 입력을 위해본인확인 페이지로 이동하시겠습니까?취소확인",naver_cafearticle_api,20250531,http://cafe.naver.com/songgain/1108288,2,0.34806695580482483
군산 및 부안 여행 후기!!!,"정말 오랜만에 친구랑 1박 2일로 군산, 부안 여행 다녀왔어요! 새벽에 졸린 눈 비비면서 렌트카 타고 출발했는데, 도로에 차도 없고 바람도 시원해서 기분이 너무 좋았답니다. 첫 목적지는 바로 부안 채석강! 바다랑 절벽이 어찌나 멋지던지 사진도 엄청 찍고, 바닷바람 맞으면서 산책했어요. 점심엔 근처 식당에서 싱싱한 회 한 접시 먹었는데, 입에서 살살 녹아서 감탄이 절로 그리고 선유도로 이동해서 또 한 번 감탄! 바다 색깔이 너무 예쁘고, 모래사장 걷는 기분이 정말 최고였어요. 근처 펜션에 짐 풀고, 해가 질 때쯤 조개도 직접 캤어요. 조개 잡는 게 생각보다 쉽진 않았지만, 친구랑 깔깔대며 시간 가는 줄 몰랐답니다! 저녁엔 펜션에서 바비큐에 조개구이까지 진짜 행복 그 자체였어요. 짧은 여행이었지만, 정말 리프레시 제대로 하고 왔어요. 친구랑 이런 소중한 추억 만들 수 있어서 너무 행복했답니다. 다음엔 또 어디로 떠나볼지 벌써 기대돼요",naver_cafearticle_api,20250531,http://cafe.naver.com/happyibook/5469819,2,0.36676904559135437
부안이사짐센터 어떻게 알아봐야지 저렴하죠?,안녕하세요 이사짐센터 어디가 제일 저렴하고 잘하나요? 한가지 고민이 되는 부분이 있는데요 다른분들보다 부안이사짐센터 구할때 잘 못구해서 더 비싸게 할까봐 겁이납니다. 혹우될까요..ㅎㅎ아시져 어떤 느낌인지 ㅠ ㅠ 다른 맘님들 보면 부안이사짐센터 구할때 ㅈl원금도 챙기면서 하시는 분들도 계시더라구요? 또 주변에 전문업체로 해서 하청 업체보다 더 서비스 좋게 받는 맘님들도 있다고 하더라구요..그래서 혹시나 조금의 조언을 얻을 수 있지 않을까 싶어서 부안이사짐센터 물어보려고 합니다요!!! 또 부안이사짐센터 에서 사다리 아라서 가지고 오시는건가요 제가 사다리차를 불러야하는건가요..? 생에 첫 이사라서 제가 뭐 아는 것이 하나도 없네요.. 부안이사짐센터 이용해보셧던분 계시면 싸게 할 수 있는 방법이나 주변에 부안이사짐센터 추천 제발..빠르게좀 부탁요 댓글좀요!,naver_cafearticle_api,20250531,http://cafe.naver.com/20080302/1457844,2,0.3957807719707489
부안이사업체 포장이사 저렴하게 이용한곳 어디죵?,안녕하세요 이사업체 경험하시분계시면 알려주세요 빌라에서 아파트로 이사를 가게 되었습니다. 빌라 이사랑 아파트이사랑 부안이사업체 구할때 다른 부분 없지요 똑같은거죠? 주변 맘님들보면 부안이사업체로 ㅈl원금 받아서 다른부분 저렴하게 하신 분들도 있다고 하던데 그런 건 어디서 찾아보고 신청해서 받을 수 있나요??? 또 부안이사업체에서 사다리 아라서 가지고 오셔서 관리 사무소에 말해주시고 하나요..?? 제가 극 i라.. 나서고 하는걸 못해요... 제가 사다리차를 불러야하는건가요..? 생에 첫 이사라서 제가 뭐 아는 것이 하나도 없네요.. 부안이사에서 부안포장이사 이용해보셧던분 계시면 싸게 할 수 있는 방법이나 주변에 철저하게 해주는 그런 부안이사업체추천 잘했던 곳좀 알려주세요 ㅠㅠ 댓글좀요!,naver_cafearticle_api,20250531,http://cafe.naver.com/appleipodtouch/439117,2,0.3955332934856415
해뜰마루 ( 부안 정원 ),부안마실축제행사는끝났지만 걷기에안성맞춤길 해쨍쨍하면 힘들겠지만 오늘은 다행히도 햇님이구름속으로 맨발로걸어요 나도 곰들과 노랑이셋 배모양 테크길 부안에있는 넓은 정원이였습니다,naver_cafearticle_api,20250531,http://cafe.naver.com/lighthousetour/74440,1,0.3435547947883606
부안간판제작 업체 ㅈl원금 받고싶어요~,안녕하세요 간판제작 잘하는곳 공유좀해주세요 문의드릴내용이 있어요 저 이번에 간판을 다시 교체 해야할 거 같은데 부안간판업체제작 잘 해주는 곳 어딘가요 저렴하게 부안천갈이업체나 부안제작업체나 어디든 좋으니까 추천좀 해주세요 그리고 다른분들 사장님들 이야기 들어보니까 40만원 이상 ㅈl원금 받아서 하신 사장님들도 있다고 하던데?? 그런건 어디서 봐요?? 요즘..어수선한데 이런거 주는 거 다 빨리 받아먹어야 할거 같은데 ㅋㅋㅋㅋㅋ 암튼 부안 간판업체 잘하는곳 추천 부탁드립니다!!,naver_cafearticle_api,20250531,http://cafe.naver.com/nhhnhh/411005,1,0.34375855326652527
부안 여행,부안 누에 오디 유명한 곳이에요 누에타운에 방문해서 누에 실뽑는 과정 등을 현장에서 배울수 있었습니다. 물레를 돌려보는 체험을 가장 재미 있어하네요. 그 외에 다른 곤충들도 관찰할수 있도록 꾸며져 있어서 시간가는줄 모르고 이곳저곳을 관찰했습니다. 저렴하게 맛있는 오디아이스크림도 맛볼수 있어서 좋았습니다.,naver_cafearticle_api,20250531,http://cafe.naver.com/zzop/3313638,2,0.3406922221183777
