video_id,content,sentiment,confidence,url,title,published_date,sentiment_label
video_0,봄에어울리는향기 아로퓸향기부스터,2,0.37567756573359173,https://www.youtube.com/watch?v=qdjjDoGGVFY,무슨 향수 쓰냐는 소리를 들었습니다 😏마치.. 봄향기?,2025-04-23,positive
video_1,반팔니트 카라니트 폴로니트 탈패션 X 제이리움 최대 56 할인 이벤트까지 5 12 월 5 18 일 단 일주일! 7 제이리움 전용쿠폰 중복 적용 가능 선착순 사은품 증정 댓글 남겨주시면 3분 추첨하여 에반 레글런 하프 폴로넥을 드립니다. 타임라인 제품링크 01 05 코튼 드라이 에센셜 폴로넥 03 02 코튼 드라이 에센셜 라운드넥 03 20 주드 슬럽 헨리넥 04 28 루카 부클 텍스쳐드 폴로 니트 05 20 에반 레글런 하프 폴로넥 06 20 알버트 페이퍼얀 하프 셔츠 07 09 코튼 텍스쳐드 후드 집업 08 11 조시 썸머 텍스쳐드 카라 가디건 08 51로웰 릴렉스드 핏 포켓 셔츠 09 44 클리포드 코튼 버뮤다 쇼츠 10 17 알로 린넨 드로스트링 쇼츠 안녕하세요 탈패션 입니다. 오늘은 올여름 알아두면 무조건 도움되는 럭셔리 니트웨어 제이리움 제품을 준비해봤습니다. 솔직히 폴로랄프로렌 반팔 카라티는 너무 비싸다는 생각이 종종 듭니다. 그렇다고 유니클로 반팔은 아재처럼 보이기 쉬운것 같아요. 그래서 제가 오늘 이테리 프리미엄 원사를 사용한 반팔니트 합리적인 가격에 준비했습니다. 우아하며 고급스러운 무드를 담고있으면서 현재 세일중 가격도 합리적이라 여름 반팔니트 찾고 계신 분들이라면 분명 도움되실 겁니다. 그럼 재미있게 봐주세요. 늘 감사드립니다. 멤버쉽 후원 및 가성비 제품추천 비즈니스 문의 00 00 인트로 01 05 첫번째 03 02 두번째 03 20 세번째 04 28 네번째 05 20 다섯번째 06 20 여섯번째 07 09 여덟번째 08 11 아홉번째 08 51 열번째 09 44 열한번째 10 17 열두번째,2,0.36924631396929425,https://www.youtube.com/watch?v=M14UpubKBuw,올여름 원단 끝판왕 “반팔 니트 세일템” 알려드립니다! 솔직히 싸구려 반팔티는 수명이 너무 짧아요..,2025-05-12,positive
video_2,MZ 패션으로 유명한 MUSINSA 온라인 쇼핑몰 뷰티 카테고리에 불가리안로즈가 입점 했습니다. 무신사 불가리안로즈 바로가기 무신사에서 불가리안로즈 많이 검색해주세요. 불가리안로즈 무신사입점 무신사 MZ패션,2,0.375600129365921,https://www.youtube.com/watch?v=MVs8pLJSOro,[불가리안로즈]무신사 입점한 불가리아 전통 장미 브랜드🌹,2024-05-17,positive
video_3,instagram online mall business contact item1. 샌드 short pants item2. 코스 short pants item3. 로에 화이트 short pants item4. 논페이드 케이 인디고 short pants item5. 노트 하프 데님 pants,2,0.3803524374961853,https://www.youtube.com/watch?v=BF_nPKOHVwc,여름 반바지 TOP5 이것만 있으면 코디 고민 끝 (진지)🖤#키작녀바지추천 #반바지추천 #여름룩북,2024-05-16,positive
video_4,"유료광고 봄에 어울리는 향기 아로퓸, 아로퓸향기부스터, 봄향기, 봄에어울리는향기 구매링크",2,0.3791969120502472,https://www.youtube.com/watch?v=TNC2aYYcDR8,#유료광고 봄향기를 집에 가져왔습니다,2025-04-23,positive
video_5,"삼풍백화점 참사는 구조의 붕괴이자, 사회적 침묵의 붕괴였습니다. 본 영상의 일부 장면은 이해를 돕기 위해 AI 및 CG로 제작된 연출입니다. 실제 상황이 아닙니다. 이미지 출처 삼풍백화점 서울연구원, 출처 라이선스 크리에이티브 커먼즈 저작자표시 4.0 국제 CC BY 4.0 공공누리 제1유형 출처표시 1995년 6월 29일 삼풍백화점 붕괴 사고 4 서울특별시 소방재난본부, 출처 라이선스 크리에이티브 커먼즈 저작자표시 동일조건변경허락 4.0 국제 CC BY SA 4.0 19950629 삼풍백화점 붕괴 사고167 서울특별시 소방재난본부, 출처 라이선스 크리에이티브 커먼즈 저작자표시 동일조건변경허락 4.0 국제 CC BY SA 4.0 2000년대 초반 서울소방 소방공무원 소방관 활동 사진 삼풍001.jpg 서울특별시 소방재난본부, 출처 라이선스 크리에이티브 커먼즈 저작자표시 동일조건변경허락 4.0 국제 CC BY SA 4.0 삼풍백화점 붕괴 과거의오늘 1분 역사 오늘 1분역사 shorts film 역사바로잡기",2,0.3770468235015869,https://www.youtube.com/watch?v=slZycvW7AJs,삼풍백화점 #삼풍백화점 #붕괴 #과거의오늘 #1분 #역사 #오늘 #1분역사 #shorts   #film #역사바로잡기,2025-05-13,positive
video_6,봄향기 담은듯 은은하게 화사한 비누향 아로퓸 향기부스터 봄에어울리는향기 아로퓸향기부스터,2,0.38010751207669574,https://www.youtube.com/watch?v=c60GNPUM7a8,봄향기 담은듯 은은하게 화사한 비누향 아로퓸 향기부스터🌸🧼🫧#shorts #유료광고,2025-04-22,positive
video_7,해물육수 5초만에 만드는 서분례명인 해수분! 분말육수!,2,0.37805067002773285,https://www.youtube.com/watch?v=x8O9sFKyHR0,해물육수 5초만에 만드는 서분례명인 해수분! 분말육수!,2025-05-13,positive
video_8,비익조 시인 김순태 p. 22 김순태 2024 . 텃밭에서 세상 보기. 시음사. 노래 suno 영상 pixabay 글자체 티몬체 영상편집 DaVinci Resolve 18 Blackmagic Design,2,0.3647684007883072,https://www.youtube.com/watch?v=1o_V1xnp6-s,비익조 (시인 김순태),2025-05-11,positive
video_9,"제목 이수도 1박3식 여행 완벽 가이드 배편부터 숙소, 체험까지 총정리 출처 스크립트 오늘 전해드릴 이야기는 이수도의 여행입니다. 이수도는 경남 거제의 북쪽 끝에 있는 아담한 섬이에요. 도보로 30분이면 섬을 한 바퀴 돌 수 있지만, 특별한 힐링 여행지로 주목받고 있죠. 이수도에 가려면 거제 장목면 시방선착장에서 배를 타야 해요. 왕복 요금은 대인 기준 8,000원인데, 매주 수요일은 정오까지만 운항하니 참고하세요! 기상 악화 시 운항이 중단될 수도 있어요. 이수도에서는 1박3식 민박이 가능하고, 전화 예약이 필수예요. 다양한 민박이 준비되어 있으니 가격과 특징을 잘 체크해보세요. 식사는 해산물을 중심으로 각 민박마다 특색 있는 메뉴가 제공된답니다. 주요 관광 명소로는 둘레길과 전망대, 출렁다리가 있어요. 계절별 체험 프로그램으로는 바다낚시와 조개잡이가 있습니다. 여행 꿀팁은 2박을 추천하며 간식과 물, 신분증도 잊지 말고 챙기세요! 이수도에서 자연 속 힐링의 시간을 가져보세요!",2,0.3931034505367279,https://www.youtube.com/watch?v=KqmQcY41r7Y,"이수도 1박3식 여행 완벽 가이드: 배편부터 숙소, 체험까지 총정리",2025-05-09,positive
